,Protein_ID,Compound_ID,Label
881,O94219,SUB-8178,1
15995,A1ZA98,SUB-7322,0
23262,Q8K4B7,SUB-811,0
16106,F2R038,SUB-2966,0
20090,P51650,SUB-6738,0
13567,Q3LHN4,SUB-4133,0
10553,P0A847,SUB-5196,1
21279,P07288,SUB-6448,0
18844,P0A110,SUB-4517,0
7488,Q56185,SUB-3447,1
20476,Q56185,SUB-537,0
3652,Q9LHN8,SUB-8199,1
6446,P15304,SUB-9619,1
7505,Q84HQ2,SUB-6003,1
4087,A4LA85,SUB-9149,1
11106,P30837,SUB-9317,1
20974,O34142,SUB-1396,0
7518,Q53389,SUB-6391,1
10273,Q8K4B7,SUB-5335,1
23968,O75608,SUB-9941,0
12507,O52520,SUB-8258,1
16357,P17109,SUB-1027,0
22158,P80025,SUB-3291,0
7372,B2RKK0,SUB-2860,1
14057,A0A088BHP3,SUB-5209,0
14118,P26439,SUB-8071,0
13971,Q9HA79,SUB-4314,0
12042,B0FWI3,SUB-5018,1
15411,Q6US81,SUB-4993,0
4243,Q9EQV6,SUB-7551,1
7190,A0A075BZ18,SUB-8889,1
2693,P42892,SUB-9077,1
19831,Q9LA16,SUB-1831,0
13205,P16098,SUB-6757,0
2998,A1ZA98,SUB-9484,1
22539,P37058,SUB-4007,0
307,P80679,SUB-8714,1
11849,Q93TJ5,SUB-532,1
7198,P60584,SUB-1003,1
23811,P04963,SUB-6436,0
17444,P42216,SUB-5692,0
4996,A2VA43,SUB-5892,1
7818,P28903,SUB-8225,1
14508,Q8TCT0,SUB-1679,0
17344,P21588,SUB-6454,0
5693,F6BL85,SUB-7064,1
1525,Q99JW2,SUB-2998,1
19585,G3BJX4,SUB-8309,0
13333,C5X6I4,SUB-5369,0
20863,P00183,SUB-7416,0
17917,P35559,SUB-6780,0
23783,K9NCQ5,SUB-8644,0
23771,Q7WTR6,SUB-4503,0
10266,Q8K4B7,SUB-5260,1
10857,P04963,SUB-7530,1
18561,Q06902,SUB-6586,0
13496,P16386,SUB-898,0
301,P80679,SUB-1705,1
21385,P15169,SUB-8272,0
11304,P31112,SUB-7821,1
13173,Q84QK0,SUB-5419,0
16149,Q2UNF9,SUB-4206,0
13867,O94219,SUB-9367,0
9038,Q6BCY4,SUB-2525,1
2661,P05326,SUB-2595,1
18483,Q76HN6,SUB-5529,0
12753,Q8NCE0,SUB-1940,1
12640,A0A0C5AJS1,SUB-6197,1
14949,H2EIY3,SUB-8799,0
3066,B9W4V6,SUB-3947,1
13497,Q8X176,SUB-9104,0
15111,Q8RBF4,SUB-1205,0
14883,Q2KIR7,SUB-3355,0
23445,Q02928,SUB-6922,0
17503,Q9XZT6,SUB-4760,0
6890,A5JV19,SUB-6132,1
9008,Q5QE78,SUB-1811,1
11840,Q93TJ5,SUB-6331,1
17988,A2VA43,SUB-6546,0
16152,O62664,SUB-9582,0
21727,O32428,SUB-2047,0
21440,Q56841,SUB-1779,0
20456,Q56185,SUB-7791,0
3522,Q96KN2,SUB-9725,1
14082,Q9KWR5,SUB-4764,0
1202,P06622,SUB-6500,1
11662,P0AB87,SUB-9223,1
10141,P39462,SUB-4906,1
867,O94219,SUB-8760,1
17225,P11544,SUB-9805,0
18937,P06875,SUB-1559,0
15306,Q670W0,SUB-4247,0
457,I7ML19,SUB-6101,1
23099,Q8L3C9,SUB-8298,0
18966,P06875,SUB-6925,0
13979,Q9HA79,SUB-9807,0
24098,P30837,SUB-6499,0
22595,Q9NR45,SUB-9188,0
5953,P06875,SUB-3194,1
14210,P06622,SUB-5287,0
12847,P11413,SUB-162,1
17376,P21164,SUB-3795,0
14726,Q2K0Q7,SUB-866,0
8200,Q9WXE6,SUB-3422,1
6588,P07154,SUB-8996,1
1778,A6P6V9,SUB-4813,1
16257,Q4PNI0,SUB-4970,0
12789,Q9SU56,SUB-6501,1
1976,P06621,SUB-669,1
12272,H8WR05,SUB-7439,1
12939,Q8GAW0,SUB-6974,1
3716,P21589,SUB-2263,1
8960,Q9JHW9,SUB-2002,1
11345,A0A2I6U1R0,SUB-2364,1
9178,P07524,SUB-6057,1
20065,Q9ZUX1,SUB-3181,0
18455,E2RV69,SUB-2004,0
20920,P39135,SUB-1527,0
5144,P04825,SUB-9862,1
1638,Q86Y38,SUB-6930,1
5812,P05793,SUB-8020,1
24811,Q93TJ5,SUB-788,0
21725,O32428,SUB-9723,0
24124,O75106,SUB-6521,0
17252,Q8WNV7,SUB-7133,0
6973,P18548,SUB-85,1
10952,Q9HA64,SUB-5522,1
20183,A0A075BZ18,SUB-9107,0
2721,Q6QWR1,SUB-6924,1
12652,P42588,SUB-3459,1
21406,Q8RLY5,SUB-1957,0
17583,P22413,SUB-876,0
23693,Q58409,SUB-4172,0
2554,Q8BWF0,SUB-7126,1
21803,F5H5G0,SUB-3686,0
10362,P08001,SUB-3063,1
8521,Q27679,SUB-8587,1
3645,O08452,SUB-1068,1
17890,P81908,SUB-8365,0
16033,B9W4V6,SUB-4813,0
5689,Q9KYI5,SUB-6197,1
4758,P13650,SUB-3164,1
417,Q54YL2,SUB-8225,1
2123,Q11Z78,SUB-792,1
1547,P14743,SUB-4483,1
17662,P20960,SUB-493,0
11920,A0A1C9CXI0,SUB-7978,1
19538,Q9C4B3,SUB-2857,0
22255,P00780,SUB-3589,0
16626,P39593,SUB-4971,0
572,Q46920,SUB-1316,1
11786,L7R9X8,SUB-10286,1
15716,Q6QWR1,SUB-489,0
8813,Q01738,SUB-5375,1
12798,Q86V24,SUB-3391,1
21892,Q9ZBU1,SUB-4769,0
18448,Q16775,SUB-7858,0
22025,P46921,SUB-3750,0
25285,A0A076JVU4,SUB-2511,0
25264,H8WR05,SUB-9670,0
14866,Q3I3W6,SUB-2683,0
13851,O75462,SUB-4603,0
22698,Q59477,SUB-5057,0
15794,Q12556,SUB-6198,0
24578,P00175,SUB-5087,0
18138,P04825,SUB-1015,0
18895,P59337,SUB-4809,0
22298,Q8R3P0,SUB-6383,0
10960,Q6SSJ6,SUB-887,1
25366,P20720,SUB-6896,0
19502,C7FF05,SUB-2635,0
7711,Q8TZP8,SUB-1338,1
23956,Q6SSJ6,SUB-8561,0
3724,P21589,SUB-1624,1
8528,Q2AAT6,SUB-1387,1
25685,Q5E985,SUB-6724,0
10958,Q6SSJ6,SUB-6057,1
8426,Q2Z1W1,SUB-9418,1
25400,Q75P26,SUB-1037,0
516,P72224,SUB-5736,1
11492,Q60FC7,SUB-566,1
21041,G0L5X4,SUB-7008,0
24170,B9U443,SUB-227,0
7826,P29218,SUB-162,1
17090,Q9Y3D8,SUB-9041,0
15927,F8S123,SUB-3400,0
13027,P0A111,SUB-4944,0
6407,Q8TCG5,SUB-3095,1
3327,P9WJJ3,SUB-5522,1
95,Q9AIX6,SUB-2994,1
19397,P50163,SUB-6097,0
25945,P12955,SUB-5368,0
10220,P37967,SUB-10187,1
12257,H8WR05,SUB-4364,1
13301,P80679,SUB-2678,0
3613,Q8RR58,SUB-4483,1
2021,P19801,SUB-9460,1
15767,O59651,SUB-1955,0
9546,P37058,SUB-6468,1
3291,Q70Y21,SUB-4762,1
17881,P81908,SUB-8914,0
16963,V5YW53,SUB-3540,0
10756,Q9BYC5,SUB-7904,1
665,Q43153,SUB-3068,1
4557,Q8GRC5,SUB-283,1
658,P55228,SUB-5522,1
1524,Q99JW2,SUB-6709,1
16927,P21219,SUB-7203,0
1190,A4YGR1,SUB-1674,1
18739,O34934,SUB-2011,0
718,Q5U931,SUB-2853,1
18297,P30986,SUB-6161,0
9845,O58762,SUB-1682,1
6671,P10619,SUB-10026,1
5055,A7LGL0,SUB-5626,1
12666,C4LSN1,SUB-3851,1
21174,Q8H0L8,SUB-4085,0
3082,B9W4V6,SUB-5985,1
11727,Q9N119,SUB-6191,1
18846,P0A110,SUB-7161,0
13700,P06802,SUB-731,0
8657,A5JTM5,SUB-3257,1
20139,G1T465,SUB-84,0
16807,L7QI79,SUB-3558,0
17961,A3A871,SUB-7658,0
12253,P07328,SUB-4217,1
14090,A0A075BX21,SUB-9101,0
6734,D0ITF8,SUB-448,1
5964,P06875,SUB-6825,1
21062,Q39208,SUB-4584,0
11733,Q9N119,SUB-5930,1
22151,P80025,SUB-3822,0
7737,P0ACC7,SUB-2711,1
5151,Q8VU79,SUB-2196,1
5028,B8K1W1,SUB-7841,1
10320,B5AR58,SUB-9289,1
5034,A7YN26,SUB-4422,1
9299,Q8R3P0,SUB-851,1
398,A9BHI9,SUB-7387,1
23541,P0AET8,SUB-5493,0
23612,P40363,SUB-4025,0
12116,B2ZRE3,SUB-6195,1
25513,P10475,SUB-2810,0
11688,Q05514,SUB-1463,1
20582,Q52087,SUB-7384,0
15443,Q8WZG3,SUB-4596,0
1796,Q2UL94,SUB-6428,1
1991,Q8LP26,SUB-4436,1
11196,Q11130,SUB-3732,1
20620,Q976X5,SUB-9376,0
25756,A0MTG4,SUB-6849,0
15593,Q5NTH0,SUB-6000,0
1782,A0A024A3Z2,SUB-8983,1
13622,B0FSQ0,SUB-9466,0
15321,Q2U7D3,SUB-8667,0
1312,A0A0D6HMN1,SUB-2894,1
3075,B9W4V6,SUB-9366,1
17776,P30291,SUB-3470,0
5923,P06875,SUB-6288,1
10494,Q9AR73,SUB-2435,1
18867,P13154,SUB-1318,0
8046,Q8IZ52,SUB-6093,1
9039,Q9M6E2,SUB-3043,1
22970,F1P458,SUB-3308,0
8810,F5H5G0,SUB-5261,1
19278,Q8W162,SUB-2184,0
24573,A0A1V1FHP8,SUB-5111,0
23364,P56937,SUB-1379,0
19385,A0A0H3JN63,SUB-1427,0
24536,P19907,SUB-2641,0
23722,Q8J0Q0,SUB-4572,0
5212,P08319,SUB-7360,1
11128,P45543,SUB-5522,1
12575,P07062,SUB-7525,1
12346,Q948T5,SUB-1651,1
17577,Q73PV9,SUB-8690,0
4496,P51687,SUB-5714,1
6269,Q3LSM4,SUB-9101,1
2421,Q47396,SUB-5522,1
19505,C7FF05,SUB-3033,0
23173,Q04468,SUB-6737,0
151,P47229,SUB-7501,1
21984,P15559,SUB-9909,0
19328,P06276,SUB-6577,0
3392,Q5M886,SUB-2570,1
470,C9K2Z6,SUB-2881,1
22416,P32963,SUB-7932,0
4459,Q9U2M7,SUB-640,1
3560,P00327,SUB-7087,1
453,Q7G9P4,SUB-8975,1
5401,P15428,SUB-5283,1
4053,Q9YG89,SUB-5522,1
15139,P25774,SUB-4606,0
15357,Q75HZ9,SUB-6,0
4126,P20933,SUB-1245,1
14214,Q9NQR4,SUB-9248,0
18970,P06875,SUB-4292,0
1969,B8XVS5,SUB-3,1
18957,P06875,SUB-9660,0
4864,A9QXE0,SUB-4628,1
9866,P56389,SUB-1721,1
1962,U5PUZ1,SUB-6090,1
14846,Q5BM20,SUB-3095,0
10445,Q52126,SUB-10300,1
9100,A4PIS9,SUB-3054,1
9698,Q877E3,SUB-1134,1
13740,Q15493,SUB-61,0
13041,P54315,SUB-10173,0
10402,P14920,SUB-3782,1
11260,O87876,SUB-8580,1
1304,Q96PD6,SUB-537,1
8292,A7LCL0,SUB-6027,1
22519,E2GIN1,SUB-3266,0
6103,Q96V44,SUB-5973,1
486,C9K2Z6,SUB-6920,1
23775,Q76BU6,SUB-4936,0
10131,P39462,SUB-4339,1
18147,Q8VU79,SUB-8220,0
1343,P10959,SUB-1647,1
16093,B9W4V6,SUB-159,0
19286,O87082,SUB-4365,0
14547,Q8VCH6,SUB-9184,0
25388,O95865,SUB-3089,0
21457,Q09LZ0,SUB-2559,0
13237,P80679,SUB-6304,0
22537,P37058,SUB-1810,0
21679,P42535,SUB-3418,0
1184,Q6UG02,SUB-3545,1
2498,P78330,SUB-9091,1
25193,Q57573,SUB-720,0
23231,A0A142VC48,SUB-1144,0
2664,Q9DBB8,SUB-3652,1
24393,Q67A25,SUB-4822,0
2856,G7H7Y1,SUB-6166,1
25675,Q93YB2,SUB-8207,0
21400,P10323,SUB-1389,0
4593,P22413,SUB-4741,1
18348,P12530,SUB-8878,0
13618,Q02068,SUB-1736,0
19461,C7FF05,SUB-2536,0
711,P06802,SUB-8631,1
19233,P33570,SUB-1181,0
16447,P00791,SUB-4660,0
5813,P36269,SUB-2962,1
25628,B1PSD9,SUB-7292,0
12769,P28907,SUB-508,1
14254,P54965,SUB-1054,0
7570,Q8VWZ7,SUB-3801,1
15589,Q6KHA5,SUB-2102,0
6262,Q9WXT2,SUB-5953,1
2209,P05108,SUB-1804,1
23623,P72156,SUB-8906,0
117,G1EMI7,SUB-7170,1
9756,O75845,SUB-7196,1
1717,Q75SP7,SUB-2495,1
17066,Q9WY30,SUB-208,0
21715,Q8EBE0,SUB-584,0
22706,P39714,SUB-574,0
15134,Q97W79,SUB-1209,0
1390,A0A1I9LHM9,SUB-10142,1
8011,G4WJC8,SUB-442,1
15775,Q9TT94,SUB-5602,0
19186,P05982,SUB-8415,0
23935,Q76DT9,SUB-5777,0
20764,Q4TZQ3,SUB-6662,0
20874,P00183,SUB-1533,0
8690,A7J2C6,SUB-6406,1
19419,P43353,SUB-9770,0
8748,Q12178,SUB-8688,1
10364,P56937,SUB-5978,1
8123,P19971,SUB-7644,1
859,O75462,SUB-10223,1
15,P0A111,SUB-6895,1
20824,P29218,SUB-2168,0
16008,P24031,SUB-7632,0
7798,Q9TSM0,SUB-5334,1
25136,Q9ZP19,SUB-8851,0
1763,P05364,SUB-1839,1
13457,C9K2Z6,SUB-3201,0
12401,A0A024CDT8,SUB-2459,1
17236,P11544,SUB-7679,0
9863,P52704,SUB-4881,1
18437,Q24451,SUB-4158,0
4449,P11974,SUB-9606,1
17280,Q8WNV7,SUB-5528,0
11538,P19907,SUB-7794,1
3713,Q9F131,SUB-1584,1
6655,P00634,SUB-4343,1
24363,B2VFD8,SUB-531,0
3396,P08683,SUB-4299,1
13129,Q9D6Y7,SUB-7856,0
18244,Q9Y9P9,SUB-5644,0
17486,P39464,SUB-4302,0
21131,P26876,SUB-4779,0
10244,P60472,SUB-7821,1
1076,Q148L6,SUB-9842,1
1326,P10959,SUB-4012,1
14627,Q46856,SUB-2128,0
1118,P26439,SUB-8492,1
1112,P26439,SUB-915,1
16723,E4QP00,SUB-7809,0
554,P0A870,SUB-3946,1
9789,V5RFK1,SUB-6469,1
24381,Q64610,SUB-8844,0
13988,Q9HA79,SUB-7309,0
3055,B9W4V6,SUB-9266,1
6194,P05982,SUB-7435,1
12762,A0MTG4,SUB-6849,1
8188,P58710,SUB-1382,1
7743,P0ACC7,SUB-4809,1
4160,P39849,SUB-9528,1
12119,B2ZRE3,SUB-3870,1
9957,O75828,SUB-4126,1
19372,Q25252,SUB-4593,0
24041,P30837,SUB-8180,0
5919,A3DCH2,SUB-5375,1
2512,Q75W17,SUB-4344,1
3436,Q9FCA6,SUB-5890,1
18368,O96142,SUB-5575,0
8887,Q9Z2Z8,SUB-445,1
14946,P12625,SUB-5177,0
14533,Q8RNY0,SUB-6153,0
21549,Q91ZV4,SUB-9603,0
20870,P00183,SUB-10332,0
4360,Q9HFV6,SUB-606,1
22829,Q51662,SUB-3230,0
17526,P32582,SUB-4105,0
7580,Q9VBP6,SUB-10309,1
8206,Q55020,SUB-6502,1
388,P05459,SUB-5050,1
2590,Q9JPB5,SUB-9881,1
9921,Q6NVG1,SUB-3324,1
944,P16444,SUB-10280,1
18529,Q70DU8,SUB-7804,0
11547,Q6X0M8,SUB-9709,1
21598,P17050,SUB-8836,0
17539,P11310,SUB-583,0
14684,Q96EF0,SUB-9751,0
9643,Q9RMI3,SUB-10096,1
6563,M1SQA1,SUB-684,1
23167,P42330,SUB-9370,0
2700,P97872,SUB-3669,1
17332,P21588,SUB-7107,0
10513,T1SP91,SUB-7634,1
12100,V6BP73,SUB-2231,1
16282,Q70Y21,SUB-994,0
9355,P0A9J4,SUB-7378,1
23953,Q6SSJ6,SUB-4166,0
3572,P00327,SUB-731,1
8470,Q3TH56,SUB-1596,1
9560,O69054,SUB-8317,1
23719,P15289,SUB-296,0
10781,Q76BU6,SUB-5799,1
11866,Q93TJ5,SUB-1224,1
4086,A4LA85,SUB-7867,1
8406,P10323,SUB-5003,1
22561,Q9BTY2,SUB-4715,0
19368,Q25252,SUB-1872,0
16263,O74935,SUB-7181,0
8062,Q9V730,SUB-4486,1
17214,Q02497,SUB-7318,0
7894,P00183,SUB-2839,1
6376,Q25252,SUB-2067,1
17113,A8MI53,SUB-1451,0
11713,P63228,SUB-9430,1
25429,F7YUS1,SUB-523,0
21813,P17988,SUB-1160,0
1258,P54965,SUB-4941,1
10466,P41407,SUB-8,1
21304,P24008,SUB-9579,0
3667,Q6Q272,SUB-5248,1
23480,Q3L8N0,SUB-2204,0
125,Q9LTS3,SUB-113,1
22097,Q9AT27,SUB-6547,0
7860,Q8IEK1,SUB-7002,1
16582,Q9SMI2,SUB-9383,0
2836,G0RVK1,SUB-8729,1
6138,Q9SGU9,SUB-832,1
5771,P54781,SUB-1752,1
9837,Q76L37,SUB-8553,1
23342,P33160,SUB-2994,0
9905,Q9ZWQ9,SUB-7915,1
5076,Q0E9Q7,SUB-6111,1
5015,D4GSE6,SUB-5522,1
8697,Q9YA13,SUB-2622,1
18419,O35244,SUB-4317,0
9552,A0QQJ4,SUB-5279,1
8450,A0A1B4XTS0,SUB-27,1
18397,O50641,SUB-6710,0
17227,P11544,SUB-8048,0
5977,P06875,SUB-1768,1
8183,Q6PFW1,SUB-4673,1
12850,P11413,SUB-4478,1
21596,O33472,SUB-10241,0
16028,B9W4V6,SUB-4855,0
23208,P37967,SUB-5948,0
7764,P39482,SUB-8371,1
9115,P07862,SUB-10033,1
7247,P22303,SUB-9493,1
3057,B9W4V6,SUB-1380,1
14993,Q15440,SUB-833,0
13654,P00785,SUB-3877,0
25103,Q72LF3,SUB-5522,0
7013,Q9ZVL6,SUB-471,1
21833,Q8KTX6,SUB-6798,0
17089,Q9Y3D8,SUB-1735,0
24593,Q9FXT4,SUB-5716,0
24194,Q5FT75,SUB-10202,0
2490,Q00740,SUB-6334,1
17970,S4TJ23,SUB-2642,0
660,P00785,SUB-10054,1
7708,P35610,SUB-3576,1
24053,P30837,SUB-1813,0
20511,G4I5P8,SUB-9295,0
9415,Q8TEY0,SUB-19,1
9992,B5A496,SUB-8003,1
21585,P31013,SUB-3738,0
6738,Q96I99,SUB-6041,1
1679,A0A166IXY4,SUB-844,1
2176,A0A059WEN7,SUB-8300,1
852,Q84424,SUB-648,1
5249,Q9Y9P9,SUB-3892,1
15334,B0F411,SUB-4128,0
24843,Q93TJ5,SUB-532,0
11894,P0A6W0,SUB-2478,1
2825,G0RVK1,SUB-6012,1
17354,Q9HFV6,SUB-3674,0
4502,C0LA90,SUB-1756,1
21700,O74237,SUB-4106,0
17597,Q7WSQ7,SUB-9615,0
4534,Q8GR61,SUB-4902,1
12404,Q8RTY6,SUB-1615,1
19325,P06276,SUB-3833,0
15559,Q8BWF0,SUB-4112,0
3752,P32320,SUB-4857,1
3445,Q15382,SUB-8773,1
25740,Q8NCE0,SUB-8682,0
23101,Q8L3C9,SUB-383,0
24826,Q93TJ5,SUB-4787,0
25602,P22869,SUB-7546,0
16053,B9W4V6,SUB-8768,0
16871,O62653,SUB-8524,0
983,Q9HA79,SUB-8461,1
23530,Q06278,SUB-22,0
13889,P97562,SUB-3326,0
12552,P9WPA7,SUB-6197,1
7561,P32929,SUB-5649,1
11406,Q67A25,SUB-9084,1
6120,A0A0A1EQY0,SUB-1671,1
1416,F9UM18,SUB-5416,1
8836,Q9UK23,SUB-6305,1
17751,P13650,SUB-6118,0
15470,Q8VPD4,SUB-6431,0
15289,B6F1A8,SUB-7466,0
23700,Q9LEL6,SUB-3291,0
11228,P84887,SUB-4265,1
12050,P69328,SUB-7735,1
897,P97562,SUB-2981,1
17642,P33247,SUB-10225,0
13466,C9K2Z6,SUB-5773,0
5850,P0A110,SUB-1782,1
9024,Q61847,SUB-6178,1
19070,Q2PWU9,SUB-3947,0
2368,Q2Z1W3,SUB-9520,1
17054,Q8YWM0,SUB-804,0
3108,F2R038,SUB-5360,1
17511,Q9XZT6,SUB-1176,0
14584,Q8KLT9,SUB-3527,0
1584,Q8KLT9,SUB-9109,1
19098,Q96V44,SUB-1099,0
1389,A0A1I9LHM9,SUB-7398,1
18402,P24133,SUB-7477,0
9331,B3VPZ9,SUB-3325,1
16903,Q58820,SUB-3440,0
3302,P00591,SUB-625,1
21750,P74836,SUB-6726,0
5588,Q13093,SUB-10237,1
17151,P39849,SUB-5404,0
14392,Q19A54,SUB-1031,0
22011,Q9Z0V5,SUB-2878,0
17148,P39849,SUB-255,0
24327,F4KII1,SUB-4207,0
11151,A0A097ZMY7,SUB-3652,1
8029,Q00796,SUB-27,1
24143,A0A097ZMY7,SUB-7886,0
13670,Q0QLF2,SUB-6870,0
19773,A0A1L1YPD7,SUB-5580,0
8009,G4WJC8,SUB-4849,1
23657,P00371,SUB-8482,0
21517,S5FPI8,SUB-1588,0
7326,Q1JUP4,SUB-7396,1
9761,P00959,SUB-5522,1
2950,O67987,SUB-1215,1
17868,A9QXE0,SUB-91,0
24981,P0CS93,SUB-2831,0
19334,Q8RTL3,SUB-6146,0
1657,P78329,SUB-3772,1
14101,P26439,SUB-7128,0
9430,Q9KAN9,SUB-3423,1
5412,Q9SG92,SUB-66,1
24812,Q93TJ5,SUB-1544,0
19569,Q8WZI7,SUB-6439,0
18259,Q9D379,SUB-1813,0
25724,O24243,SUB-6917,0
19347,P18417,SUB-4637,0
2886,Q91XE4,SUB-4593,1
21284,P38038,SUB-6538,0
3710,Q9F131,SUB-4181,1
4712,Q31QF3,SUB-1459,1
17257,Q8WNV7,SUB-5868,0
6636,P00634,SUB-733,1
3718,P21589,SUB-2743,1
3192,Q04631,SUB-4349,1
1163,P07099,SUB-9643,1
7696,Q8U1K3,SUB-864,1
11500,P04176,SUB-5417,1
18330,P37063,SUB-8685,0
23212,P37967,SUB-129,0
5370,Q9WTL7,SUB-3166,1
7780,Q9X9Q6,SUB-8832,1
25668,Q93YB2,SUB-2787,0
1128,P26439,SUB-3712,1
19012,P23457,SUB-2775,0
1854,Q5BM20,SUB-3124,1
2748,D7UTZ8,SUB-993,1
18012,Q8NJP6,SUB-3912,0
10247,P60472,SUB-2734,1
14180,Q6UG02,SUB-9419,0
783,P33767,SUB-7598,1
9034,D2C716,SUB-8593,1
7302,P00586,SUB-346,1
21038,Q8IZ52,SUB-5359,0
7808,P28327,SUB-5522,1
14951,Q6GV12,SUB-6273,0
10454,Q8A8X4,SUB-7598,1
22927,O32125,SUB-9079,0
16127,Q9ATW1,SUB-8194,0
8401,P46959,SUB-5752,1
195,P14655,SUB-3332,1
20173,Q0R3W5,SUB-2930,0
10746,K4BE78,SUB-7821,1
17671,P20960,SUB-9099,0
11414,Q67A25,SUB-4898,1
13929,A3MUY9,SUB-9738,0
15936,F8S123,SUB-9528,0
1260,P54965,SUB-5374,1
24405,Q67A25,SUB-1079,0
15667,P09417,SUB-3334,0
5875,P13154,SUB-3269,1
4319,Q67ZE1,SUB-7588,1
25263,H8WR05,SUB-386,0
18213,Q8GDC9,SUB-7044,0
24304,Q01911,SUB-2419,0
1478,W8CXQ9,SUB-4789,1
1109,P26439,SUB-8553,1
9959,O75828,SUB-6766,1
18872,P13154,SUB-4249,0
8570,P31013,SUB-2717,1
6729,Q9RA61,SUB-6104,1
22983,Q9M5K2,SUB-2756,0
6040,P41744,SUB-2196,1
23384,Q9NUQ2,SUB-6475,0
24740,Q9N119,SUB-1636,0
21371,D7UER1,SUB-9237,0
13517,D2JRZ6,SUB-3344,0
15180,G8H1L8,SUB-1960,0
19106,Q9FLP9,SUB-4978,0
5136,P17054,SUB-5842,1
15280,P04180,SUB-4346,0
18873,P13154,SUB-9030,0
15108,E7BYE4,SUB-6134,0
24925,Q97U21,SUB-2668,0
19112,Q9FLP9,SUB-1312,0
11209,P41367,SUB-2408,1
24892,Q9JJN7,SUB-3724,0
24517,Q2I8V6,SUB-9164,0
21562,P31013,SUB-9774,0
4794,Q1QBB9,SUB-9384,1
9163,P80025,SUB-6448,1
11882,Q61153,SUB-5990,1
1855,Q5BM20,SUB-6764,1
25080,P9WKJ7,SUB-7612,0
20231,P49273,SUB-2466,0
14136,A5YW95,SUB-5808,0
20134,G1T465,SUB-1897,0
14399,Q4H2B4,SUB-4924,0
23190,P37967,SUB-591,0
9898,P37111,SUB-213,1
19791,Q0PQZ5,SUB-8566,0
25967,H2VFK0,SUB-5442,0
671,Q9C1S9,SUB-7978,1
17964,P9WPP0,SUB-5022,0
23487,Q0GA14,SUB-9514,0
25187,P26440,SUB-1640,0
14844,Q5BM20,SUB-5858,0
18413,Q96TU3,SUB-4884,0
4674,P20960,SUB-9907,1
14047,A0A075EKG1,SUB-5572,0
14616,P0ADI4,SUB-3077,0
23128,P39462,SUB-3362,0
10942,A0A1L9P8I4,SUB-8214,1
17081,A4LA85,SUB-0,0
24187,Q9CAB7,SUB-2879,0
15190,P06617,SUB-3602,0
18674,E1A0Z9,SUB-596,0
3576,P00327,SUB-2008,1
17415,Q58579,SUB-3203,0
6792,Q1XH04,SUB-6632,1
10937,P04963,SUB-713,1
9090,A2DJ40,SUB-630,1
22286,E7FI45,SUB-3546,0
14788,Q2UL94,SUB-7262,0
8279,Q1XH05,SUB-6632,1
14600,P07902,SUB-4139,0
2120,Q8RBF4,SUB-10187,1
7187,Q8YC51,SUB-550,1
6504,C7FF05,SUB-5433,1
19161,Q70XE6,SUB-8494,0
19359,P18417,SUB-1481,0
14054,Q93Y47,SUB-7928,0
15727,Q9A5I5,SUB-7853,0
25673,Q93YB2,SUB-7762,0
685,Q9QXN5,SUB-6837,1
23211,P37967,SUB-9965,0
16380,Q9F1Y6,SUB-9755,0
9061,P05202,SUB-6099,1
4409,P07205,SUB-3437,1
16716,P21589,SUB-2643,0
16410,Q07982,SUB-10082,0
15953,P45381,SUB-5076,0
22666,Q99LY2,SUB-1042,0
23121,P39462,SUB-9747,0
16112,Q12737,SUB-10270,0
1222,Q9UBR2,SUB-7467,1
1318,Q8W1W9,SUB-3043,1
7481,Q56185,SUB-3802,1
11772,A0A3S5YBC7,SUB-6851,1
17683,A0A075B5H4,SUB-8362,0
1023,Q9HA79,SUB-6034,1
1428,F9UM18,SUB-8046,1
19545,P39831,SUB-5721,0
19206,P05982,SUB-3843,0
19367,Q25252,SUB-4167,0
8345,P51781,SUB-7832,1
14084,Q9KWR5,SUB-4865,0
9161,P80025,SUB-5558,1
2575,Q5W1E6,SUB-9553,1
15328,Q7V6D4,SUB-5101,0
7909,E7EKB8,SUB-9889,1
9524,E2GIN1,SUB-8489,1
14247,A0A172Q4D8,SUB-1792,0
5743,O34934,SUB-105,1
14797,Q6GMR7,SUB-4481,0
15740,D7UTZ8,SUB-3717,0
11895,C6L7V8,SUB-9314,1
18092,P28776,SUB-8265,0
9927,O32125,SUB-162,1
9404,F2Z6G7,SUB-5984,1
16059,B9W4V6,SUB-7346,0
13697,P06802,SUB-3424,0
24080,P30837,SUB-8252,0
22222,Q13126,SUB-3107,0
9439,D3YBH2,SUB-8143,1
25216,Q7X9A9,SUB-5782,0
581,Q02068,SUB-5679,1
15613,Q9BY64,SUB-3858,0
697,Q936X3,SUB-9852,1
11765,P0ABF1,SUB-5522,1
19513,R9W5L0,SUB-6246,0
23595,P48163,SUB-760,0
25302,A7UX13,SUB-10092,0
7886,P00183,SUB-4655,1
553,P0A870,SUB-5866,1
9650,A0A0J9X243,SUB-6730,1
17684,A0A075B5H4,SUB-925,0
6159,P46154,SUB-6752,1
17805,P52705,SUB-2797,0
16655,F2YCB6,SUB-190,0
19700,Q969S8,SUB-4815,0
6938,C9JRZ8,SUB-5040,1
24460,Q3UEG6,SUB-7676,0
4606,I3ZTN9,SUB-5184,1
5471,Q45670,SUB-1046,1
